0 0 0 0 0 0 1
0 0 0 0 0 1 0
0 0 0 0 1 0 0
0 0 0 1 0 0 0
0 0 1 0 0 0 0
0 1 0 0 0 0 0
1 0 0 0 0 0 0
9.700000e-01 1.000000e-02 1.000000e-02 1.000000e-02 0.000000e+00 0.000000e+00 0.000000e+00
9.700000e-01 1.000000e-02 1.000000e-02 0.000000e+00 1.000000e-02 0.000000e+00 0.000000e+00
9.700000e-01 1.000000e-02 1.000000e-02 0.000000e+00 0.000000e+00 1.000000e-02 0.000000e+00
9.700000e-01 1.000000e-02 1.000000e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e-02
9.700000e-01 1.000000e-02 0.000000e+00 2.000000e-02 0.000000e+00 0.000000e+00 0.000000e+00
9.700000e-01 1.000000e-02 0.000000e+00 1.000000e-02 1.000000e-02 0.000000e+00 0.000000e+00
9.700000e-01 1.000000e-02 0.000000e+00 1.000000e-02 0.000000e+00 1.000000e-02 0.000000e+00
9.700000e-01 1.000000e-02 0.000000e+00 1.000000e-02 0.000000e+00 0.000000e+00 1.000000e-02
9.700000e-01 1.000000e-02 0.000000e+00 0.000000e+00 2.000000e-02 0.000000e+00 0.000000e+00
9.700000e-01 1.000000e-02 0.000000e+00 0.000000e+00 1.000000e-02 1.000000e-02 0.000000e+00
9.700000e-01 1.000000e-02 0.000000e+00 0.000000e+00 1.000000e-02 0.000000e+00 1.000000e-02
9.700000e-01 1.000000e-02 0.000000e+00 0.000000e+00 0.000000e+00 2.000000e-02 0.000000e+00
9.700000e-01 1.000000e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e-02 1.000000e-02
9.700000e-01 1.000000e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.000000e-02
9.700000e-01 0.000000e+00 3.000000e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
9.700000e-01 0.000000e+00 2.000000e-02 1.000000e-02 0.000000e+00 0.000000e+00 0.000000e+00
9.700000e-01 0.000000e+00 2.000000e-02 0.000000e+00 1.000000e-02 0.000000e+00 0.000000e+00
9.700000e-01 0.000000e+00 2.000000e-02 0.000000e+00 0.000000e+00 1.000000e-02 0.000000e+00
9.700000e-01 0.000000e+00 2.000000e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e-02
9.700000e-01 0.000000e+00 1.000000e-02 2.000000e-02 0.000000e+00 0.000000e+00 0.000000e+00
9.700000e-01 0.000000e+00 1.000000e-02 1.000000e-02 1.000000e-02 0.000000e+00 0.000000e+00
9.700000e-01 0.000000e+00 1.000000e-02 1.000000e-02 0.000000e+00 1.000000e-02 0.000000e+00
9.700000e-01 0.000000e+00 1.000000e-02 1.000000e-02 0.000000e+00 0.000000e+00 1.000000e-02
9.700000e-01 0.000000e+00 1.000000e-02 0.000000e+00 2.000000e-02 0.000000e+00 0.000000e+00
9.700000e-01 0.000000e+00 1.000000e-02 0.000000e+00 1.000000e-02 1.000000e-02 0.000000e+00
9.700000e-01 0.000000e+00 1.000000e-02 0.000000e+00 1.000000e-02 0.000000e+00 1.000000e-02
9.700000e-01 0.000000e+00 1.000000e-02 0.000000e+00 0.000000e+00 2.000000e-02 0.000000e+00
9.700000e-01 0.000000e+00 1.000000e-02 0.000000e+00 0.000000e+00 1.000000e-02 1.000000e-02
9.700000e-01 0.000000e+00 1.000000e-02 0.000000e+00 0.000000e+00 0.000000e+00 2.000000e-02
9.700000e-01 0.000000e+00 0.000000e+00 3.000000e-02 0.000000e+00 0.000000e+00 0.000000e+00
9.700000e-01 0.000000e+00 0.000000e+00 2.000000e-02 1.000000e-02 0.000000e+00 0.000000e+00
9.700000e-01 0.000000e+00 0.000000e+00 2.000000e-02 0.000000e+00 1.000000e-02 0.000000e+00
9.700000e-01 0.000000e+00 0.000000e+00 2.000000e-02 0.000000e+00 0.000000e+00 1.000000e-02
9.700000e-01 0.000000e+00 0.000000e+00 1.000000e-02 2.000000e-02 0.000000e+00 0.000000e+00
9.700000e-01 0.000000e+00 0.000000e+00 1.000000e-02 1.000000e-02 1.000000e-02 0.000000e+00
9.700000e-01 0.000000e+00 0.000000e+00 1.000000e-02 1.000000e-02 0.000000e+00 1.000000e-02
9.700000e-01 0.000000e+00 0.000000e+00 1.000000e-02 0.000000e+00 2.000000e-02 0.000000e+00
9.700000e-01 0.000000e+00 0.000000e+00 1.000000e-02 0.000000e+00 1.000000e-02 1.000000e-02
9.700000e-01 0.000000e+00 0.000000e+00 1.000000e-02 0.000000e+00 0.000000e+00 2.000000e-02
9.700000e-01 0.000000e+00 0.000000e+00 0.000000e+00 3.000000e-02 0.000000e+00 0.000000e+00
9.700000e-01 0.000000e+00 0.000000e+00 0.000000e+00 2.000000e-02 1.000000e-02 0.000000e+00
9.700000e-01 0.000000e+00 0.000000e+00 0.000000e+00 2.000000e-02 0.000000e+00 1.000000e-02
9.700000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e-02 2.000000e-02 0.000000e+00
9.700000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e-02 1.000000e-02 1.000000e-02
9.700000e-01 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e-02 0.000000e+00 2.000000e-02
9.700000e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.000000e-02 0.000000e+00
9.700000e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.000000e-02 1.000000e-02
9.700000e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e-02 2.000000e-02
9.700000e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.000000e-02
9.600000e-01 4.000000e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
9.600000e-01 3.000000e-02 1.000000e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
9.600000e-01 3.000000e-02 0.000000e+00 1.000000e-02 0.000000e+00 0.000000e+00 0.000000e+00
9.600000e-01 3.000000e-02 0.000000e+00 0.000000e+00 1.000000e-02 0.000000e+00 0.000000e+00
9.600000e-01 3.000000e-02 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e-02 0.000000e+00
9.600000e-01 3.000000e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e-02
9.600000e-01 2.000000e-02 2.000000e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
9.600000e-01 2.000000e-02 1.000000e-02 1.000000e-02 0.000000e+00 0.000000e+00 0.000000e+00
9.600000e-01 2.000000e-02 1.000000e-02 0.000000e+00 1.000000e-02 0.000000e+00 0.000000e+00
